0,15,1015,27.430862,10,0
0,15,1015,27.430862,10,0
0,15,1015,27.430862,10,0
0,14,1015,27.430862,10,0
0,14,1015,27.430862,10,0
0,14,1015,27.430862,10,0
0,14,1015,27.430862,10,0
0,14,1015,27.430862,10,0
0,14,1015,27.430862,10,0
0,14,1015,27.430862,10,0
0,14,1015,27.430862,10,0
0,14,1015,27.916033,10,0
0,14,1015,27.430862,10,0
0,14,1015,27.430862,10,0
0,14,1015,27.430862,10,0
0,14,1015,27.430862,10,0
0,14,1015,27.430862,10,0
0,14,1015,27.430862,10,0
0,14,1015,27.430862,10,0
0,14,1015,27.916033,10,0
0,14,1015,27.916033,10,0
0,14,1015,27.916033,10,0
0,14,1015,27.430862,10,0
0,14,1015,27.430862,10,0
0,14,1015,27.916033,10,0
0,14,1015,27.430862,10,0
0,14,1015,27.916033,10,0
0,14,1015,27.430862,10,0
0,14,1015,27.916033,10,0
0,14,1015,27.430862,10,0
0,14,1015,27.430862,10,0
0,14,1015,27.430862,10,0
0,14,1015,27.430862,10,0
0,14,1015,27.916033,10,0
0,14,1015,27.430862,10,0
0,14,1015,27.430862,10,0
0,14,1015,27.916033,10,0
0,14,1015,27.430862,10,0
0,14,1015,27.430862,10,0
0,14,1015,27.430862,10,0
0,14,1015,27.430862,10,0
0,14,1015,27.430862,10,0
0,14,1015,27.430862,10,0
0,14,1015,27.916033,10,0
0,14,1015,27.430862,10,0
0,14,1015,27.916033,10,0
0,14,1015,27.430862,10,0
0,15,1015,27.430862,10,0
0,15,1015,27.430862,10,0
0,15,1015,27.430862,10,0
0,14,1015,27.430862,10,0
0,14,1015,27.430862,10,0
0,14,1015,27.430862,10,0
0,14,1015,27.430862,10,0
0,14,1015,27.430862,10,0
0,14,1015,27.430862,10,0
0,14,1015,27.430862,10,0
0,14,1015,27.430862,10,0
0,14,1015,27.430862,10,0
0,14,1015,27.916033,10,0
0,14,1015,27.430862,10,0
0,14,1015,27.430862,10,0
0,14,1015,27.430862,10,0
0,14,1015,27.916033,10,0
0,14,1015,27.430862,10,0
0,14,1015,27.430862,10,0
0,14,1015,27.430862,10,0
0,14,1015,27.430862,10,0
0,14,1015,27.430862,10,0
0,14,1015,27.430862,10,0
0,14,1015,27.430862,10,0
0,14,1015,27.430862,10,0
0,14,1015,27.430862,10,0
0,14,1015,27.430862,10,0
0,14,1015,27.430862,10,0
0,14,1015,27.430862,10,0
0,14,1015,27.916033,10,0
0,14,1015,27.430862,10,0
0,14,1015,27.430862,10,0
0,14,1015,27.430862,10,0
0,14,1015,27.430862,10,0
0,14,1015,27.430862,10,0
0,14,1015,27.916033,10,0
0,14,1015,27.430862,10,0
0,14,1015,27.430862,10,0
0,14,1015,27.430862,10,0
0,14,1015,27.916033,10,0
0,14,1015,27.430862,10,0
0,14,1015,27.916033,10,0
0,14,1015,27.430862,10,0
0,14,1015,27.430862,10,0
0,14,1015,27.430862,10,0
0,14,1015,27.916033,10,0
0,14,1015,27.430862,10,0
0,13,1015,27.430862,10,0
0,13,1015,27.430862,10,0
0,13,1015,27.430862,10,0
0,13,1015,27.430862,10,0
0,13,1015,27.430862,10,0
0,13,1015,27.430862,10,0
0,13,1015,27.916033,10,0
0,13,1015,27.430862,10,0
0,13,1015,27.430862,10,0
0,13,1015,27.430862,10,0
0,13,1015,26.954226,10,0
0,13,1015,26.485546,10,0
0,13,1015,26.485546,10,0
0,13,1015,26.025101,10,0
0,13,1015,23.015209,10,0
0,13,1015,22.614145,10,0
0,13,1015,23.423107,10,0
0,13,1015,22.220154,10,0
0,13,1015,17.673502,10,0
0,13,1015,17.987894,10,0
0,13,1015,15.34541,10,0
0,13,1015,14.297529,10,0
0,13,1015,14.046838,10,0
0,13,1015,14.812337,10,0
0,13,1015,12.856747,10,0
0,13,1015,12.856747,10,0
0,13,1015,11.559233,10,0
0,13,1015,11.559233,10,0
0,13,1015,10.959828,10,0
0,13,1015,10.766862,10,0
0,13,1015,10.208009,10,0
0,13,1015,10.028103,10,0
0,13,1015,10.028103,10,0
0,13,1015,9.851405,10,0
0,13,1015,9.507089,10,0
0,13,1015,9.339367,10,0
0,13,1015,9.339367,10,0
0,13,1015,9.339367,10,0
0,13,1015,9.174642,10,0
0,13,1015,9.174642,10,0
0,13,1015,9.012784,10,0
0,13,1015,8.853668,10,0
0,13,1015,8.697393,10,0
0,13,1015,8.697393,10,0
0,13,1015,8.853668,10,0
0,13,1015,8.853668,10,0
0,13,1015,9.174642,10,0
0,13,1015,9.174642,10,0
0,13,1015,9.174642,10,0
0,13,1015,9.174642,10,0
0,13,1015,9.339367,10,0
0,13,1015,9.507089,10,0
0,13,1015,9.507089,10,0
0,13,1015,9.507089,10,0
0,13,1015,9.339367,10,0
0,13,1015,9.339367,10,0
0,13,1015,9.339367,10,0
0,12,1015,9.507089,10,0
