0,15,1015,3.0000000,10,0,
0,14,1015,4.0000000,10,0,
0,14,1015,5.0000000,10,0,
0,14,1015,6.0000000,10,0,
0,14,1015,7.0000000,10,0,
0,14,1015,8.0000000,10,0,
0,14,1015,9.0000000,10,0,
0,14,1015,10.000000,10,0,
0,14,1015,27.430862,10,0,
0,14,1015,27.916033,10,0,
0,14,1015,27.430862,10,0,
0,14,1015,27.430862,10,0,
0,14,1015,27.430862,10,0,
0,14,1015,27.430862,10,0,
0,14,1015,27.430862,10,0,
0,14,1015,27.430862,10,0,
0,14,1015,27.430862,10,0,
0,14,1015,27.916033,10,0,
0,14,1015,27.916033,10,0,
0,14,1015,27.916033,10,0,
0,14,1015,27.430862,10,0,
0,14,1015,27.430862,10,0,
0,14,1015,27.916033,10,0,
0,14,1015,27.430862,10,0,
0,14,1015,27.916033,10,0,
0,14,1015,27.430862,10,0,
0,14,1015,27.916033,10,0,
0,14,1015,27.430862,10,0,
0,14,1015,27.430862,10,0,
0,14,1015,27.430862,10,0,
0,14,1015,27.430862,10,0,
0,14,1015,27.916033,10,0,
0,14,1015,27.430862,10,0,
0,14,1015,27.430862,10,0,
0,14,1015,27.916033,10,0,
0,14,1015,27.430862,10,0,
0,14,1015,27.430862,10,0,
0,14,1015,27.430862,10,0,
0,14,1015,26.430862,10,0,
0,14,1015,27.430862,10,0,
0,14,1015,27.430862,10,0,
0,14,1015,27.916033,10,0,
0,14,1015,27.430862,10,0,
0,14,1015,27.916033,10,0,
0,14,1015,27.430862,10,0,
0,15,1015,27.430862,10,0,
0,15,1015,27.430862,10,0,
0,15,1015,27.430862,10,0,
0,14,1015,27.430862,10,0,
0,14,1015,27.430862,10,0,
0,14,1015,27.430862,10,0,
0,14,1015,27.430862,10,0,
0,14,1015,27.430862,10,0,
0,14,1015,27.430862,10,0,
0,14,1015,27.430862,10,0,
0,14,1015,27.430862,10,0,
0,14,1015,27.430862,10,0,
0,14,1015,27.916033,10,0,
0,14,1015,27.430862,10,0,
0,14,1015,27.430862,10,0,
0,14,1015,27.430862,10,0,
0,14,1015,27.916033,10,0,
0,14,1015,27.430862,10,0,
0,14,1015,27.430862,10,0,
0,14,1015,27.430862,10,0,
0,14,1015,27.430862,10,0,
0,14,1015,27.430862,10,0,
0,14,1015,27.430862,10,0,
0,14,1015,27.430862,10,0,
0,14,1015,27.430862,10,0,
0,14,1015,27.430862,10,0,
0,14,1015,27.430862,10,0,
0,14,1015,27.430862,10,0,
0,14,1015,27.430862,10,0,
0,14,1015,27.916033,10,0,
0,14,1015,27.430862,10,0,
0,14,1015,27.430862,10,0,
0,14,1015,27.430862,10,0,
0,14,1015,27.430862,10,0,
0,14,1015,27.430862,10,0,
0,14,1015,27.916033,10,0,
0,14,1015,27.430862,10,0,
0,14,1015,27.430862,10,0,
0,14,1015,27.430862,10,0,
0,14,1015,27.916033,10,0,
0,14,1015,27.430862,10,0,
0,14,1015,27.916033,10,0,
0,14,1015,27.430862,10,0,
0,14,1015,27.430862,10,0,
0,14,1015,27.430862,10,0,
0,14,1015,27.916033,10,0,
0,14,1015,27.430862,10,0,
0,13,1015,27.430862,10,0,
0,13,1015,27.430862,10,0,
0.000000,14.000000,1000,27,1
0.000000,14.000000,1000,27,1
